timestamp,date,latitude,longitude,regime,sub_regime,source,source_event_id,label_method,label_confidence,label_status
2023-06-14 00:00:00+00:00,2023-06-14,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-15 00:00:00+00:00,2023-06-15,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-16 00:00:00+00:00,2023-06-16,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD RSMC Cyclone Report 2023,IMD_ESCS_BIPARJOY_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-06-17 00:00:00+00:00,2023-06-17,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD RSMC Cyclone Report 2023,IMD_ESCS_BIPARJOY_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-06-18 00:00:00+00:00,2023-06-18,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD RSMC Cyclone Report 2023,IMD_ESCS_BIPARJOY_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-06-19 00:00:00+00:00,2023-06-19,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD RSMC Cyclone Report 2023,IMD_ESCS_BIPARJOY_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-06-20 00:00:00+00:00,2023-06-20,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-21 00:00:00+00:00,2023-06-21,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-22 00:00:00+00:00,2023-06-22,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-23 00:00:00+00:00,2023-06-23,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-24 00:00:00+00:00,2023-06-24,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-25 00:00:00+00:00,2023-06-25,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-26 00:00:00+00:00,2023-06-26,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-27 00:00:00+00:00,2023-06-27,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-28 00:00:00+00:00,2023-06-28,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-29 00:00:00+00:00,2023-06-29,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-06-30 00:00:00+00:00,2023-06-30,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-01 00:00:00+00:00,2023-07-01,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-02 00:00:00+00:00,2023-07-02,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-03 00:00:00+00:00,2023-07-03,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-04 00:00:00+00:00,2023-07-04,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-05 00:00:00+00:00,2023-07-05,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-06 00:00:00+00:00,2023-07-06,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-07 00:00:00+00:00,2023-07-07,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-08 00:00:00+00:00,2023-07-08,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-09 00:00:00+00:00,2023-07-09,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-10 00:00:00+00:00,2023-07-10,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-11 00:00:00+00:00,2023-07-11,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-12 00:00:00+00:00,2023-07-12,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-13 00:00:00+00:00,2023-07-13,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-14 00:00:00+00:00,2023-07-14,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-15 00:00:00+00:00,2023-07-15,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-16 00:00:00+00:00,2023-07-16,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-17 00:00:00+00:00,2023-07-17,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-18 00:00:00+00:00,2023-07-18,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-19 00:00:00+00:00,2023-07-19,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-20 00:00:00+00:00,2023-07-20,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-21 00:00:00+00:00,2023-07-21,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-22 00:00:00+00:00,2023-07-22,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-23 00:00:00+00:00,2023-07-23,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-24 00:00:00+00:00,2023-07-24,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-25 00:00:00+00:00,2023-07-25,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-26 00:00:00+00:00,2023-07-26,18.451027,73.828125,ACTIVE_MONSOON,CMZ_VIGOROUS_SURGE,Rajeevan et al. 2010 CMZ Surge Index,SCI_ACTIVE_2023_01,CMZ_STANDARDIZED_SURGE_SPELL,0.85,SCIENTIFIC_SOURCE
2023-07-27 00:00:00+00:00,2023-07-27,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-28 00:00:00+00:00,2023-07-28,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-29 00:00:00+00:00,2023-07-29,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-07-30 00:00:00+00:00,2023-07-30,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-07-31 00:00:00+00:00,2023-07-31,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-01 00:00:00+00:00,2023-08-01,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD Monsoon 2023 End-of-Season Report,IMD_BOB_02_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-08-02 00:00:00+00:00,2023-08-02,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD Monsoon 2023 End-of-Season Report,IMD_BOB_02_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-08-03 00:00:00+00:00,2023-08-03,18.451027,73.828125,DEPRESSION,CYCLONIC_DISTURBANCE,IMD Monsoon 2023 End-of-Season Report,IMD_BOB_02_2023,IMD_ANNUAL_REPORT_DEPRESSION_TRACK,1.0,OFFICIAL
2023-08-04 00:00:00+00:00,2023-08-04,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-05 00:00:00+00:00,2023-08-05,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-06 00:00:00+00:00,2023-08-06,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-07 00:00:00+00:00,2023-08-07,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-08 00:00:00+00:00,2023-08-08,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-09 00:00:00+00:00,2023-08-09,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-10 00:00:00+00:00,2023-08-10,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-11 00:00:00+00:00,2023-08-11,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-12 00:00:00+00:00,2023-08-12,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-13 00:00:00+00:00,2023-08-13,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-14 00:00:00+00:00,2023-08-14,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-15 00:00:00+00:00,2023-08-15,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-16 00:00:00+00:00,2023-08-16,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-17 00:00:00+00:00,2023-08-17,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_01,IMD_REPORT_AND_CMZ_ANOMALY,1.0,OFFICIAL
2023-08-18 00:00:00+00:00,2023-08-18,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-08-19 00:00:00+00:00,2023-08-19,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-08-20 00:00:00+00:00,2023-08-20,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-21 00:00:00+00:00,2023-08-21,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-22 00:00:00+00:00,2023-08-22,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-08-23 00:00:00+00:00,2023-08-23,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-08-24 00:00:00+00:00,2023-08-24,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-25 00:00:00+00:00,2023-08-25,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
2023-08-26 00:00:00+00:00,2023-08-26,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-08-27 00:00:00+00:00,2023-08-27,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_02,IMD_REPORT_AND_CMZ_ANOMALY,0.95,OFFICIAL
2023-08-28 00:00:00+00:00,2023-08-28,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_02,IMD_REPORT_AND_CMZ_ANOMALY,0.95,OFFICIAL
2023-08-29 00:00:00+00:00,2023-08-29,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_02,IMD_REPORT_AND_CMZ_ANOMALY,0.95,OFFICIAL
2023-08-30 00:00:00+00:00,2023-08-30,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_02,IMD_REPORT_AND_CMZ_ANOMALY,0.95,OFFICIAL
2023-08-31 00:00:00+00:00,2023-08-31,18.451027,73.828125,BREAK_MONSOON,TROUGH_AT_FOOTHILLS,IMD Monsoon 2023 End-of-Season Report,IMD_BREAK_2023_02,IMD_REPORT_AND_CMZ_ANOMALY,0.95,OFFICIAL
2023-09-01 00:00:00+00:00,2023-09-01,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-02 00:00:00+00:00,2023-09-02,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-03 00:00:00+00:00,2023-09-03,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-04 00:00:00+00:00,2023-09-04,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-05 00:00:00+00:00,2023-09-05,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-06 00:00:00+00:00,2023-09-06,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-07 00:00:00+00:00,2023-09-07,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-08 00:00:00+00:00,2023-09-08,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-09 00:00:00+00:00,2023-09-09,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-10 00:00:00+00:00,2023-09-10,18.451027,73.828125,OTHER,NORMAL_MONSOON,Climatological Summer Monsoon Baseline,SEASONAL_BASELINE,BACKGROUND_MONSOON_CIRCULATION,0.9,SCIENTIFIC_SOURCE
2023-09-11 00:00:00+00:00,2023-09-11,18.451027,73.828125,COASTAL_OROGRAPHIC,WESTERN_GHATS_OROGRAPHIC,Francis & Gadgil 2006 / Houze et al. 2007,OROGRAPHIC_WG_ONSHORE_JET,WESTERN_GHATS_ONSHORE_JET_CRITERIA,0.85,SCIENTIFIC_SOURCE
